Time,Voltage,Sensor,Temperature,RH,K,Na,Cs,Li,Time,Sensor,Voltage,,,Fitted line,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,Sensor recliabrated,,0.02,9.7865,,,,,
38.7634424,3.056548364,421,26.12,9.25,100,0,0,0,337.8247792,2049.8,3.101651645,31.2095,,Feb 19th BO,Aug12th Catalyst,,50mA,,,
40.1181665,3.062301331,432,26.12,9.29,100,0,0,0,910.4784405,2428,3.076831687,38.7735,,Activation,1:45PM,T:25.94,,,,
41.2989525,3.06197259,445,26.11,9.29,0,100,0,0,1482.84846,2700.4,3.130942496,44.2215,,"K,K,Na,Na,K,Na,Cs,Li,K,K,K,K",,,,,,
42.4745827,3.063945037,456,26.11,9.33,0,100,0,0,2054.802522,2757,3.132947819,45.3535,,From activation,Noise,Sensor,FE,V,T,
43.6528486,3.066574965,461,26.1,9.33,100,0,0,0,2626.9536,2484.6,3.079428741,39.9055,,K ,441,2926,C8,3.08,25.93,sampling wrong
44.8264544,3.067232447,461,26.1,9.36,0,100,0,0,3199.122418,2787,3.135281883,45.9535,,Na,443,3227,43.61,3.132,26.01,
46.0134983,3.069533635,483,26.1,9.4,0,0,100,0,3771.780498,2150.4,3.066542091,33.2215,,Cs,461,2613,33.01,3.06,26,
47.196362,3.069698005,496,26.09,9.4,0,0,0,100,4343.569825,1040,3.267830563,11.0135,,Li,456,1489,9.52,3.277,25.86,
48.361651,3.075944086,507,26.09,9.4,100,0,0,0,4915.343128,2596.4,3.09044157,42.1415,,TuRBO 45 iterations,,,,,,
49.5807779,3.069533635,514,26.09,9.44,100,0,0,0,5488.177941,2545.8,3.091197675,41.1295,,Validation,,,,,,
50.7475697,3.072492304,527,26.08,9.44,100,0,0,0,6061.056741,2560.6,3.092446891,41.4255,,K ,,,x,,,
51.9154093,3.073642898,545,26.08,9.48,100,0,0,0,6633.256258,2552.6,3.095076821,41.2655,,Na,574,3216,44.84,3.16,25.15,
54.4124285,3.072163563,572,26.06,9.48,23,54,0,23,7207.864672,2803.6,3.138404926,46.2855,,Cs,562,2781,36.07,3.09,25.37,
55.6896597,3.071670452,590,26.06,9.52,13,76,0,11,7780.314453,2809.2,3.144749636,46.3975,,Li,569,1578,11.29,3.31,25.5,
56.9050497,3.072985416,601,26.06,9.52,0,92,8,0,8352.460776,2715.2,3.133572427,44.5175,,,,,,,,
58.0859866,3.075286603,617,26.05,9.52,0,32,51,17,8925.187419,2347.4,3.103130981,37.1615,,,,,,,,
59.3159635,3.07725905,632,26.05,9.56,0,52,23,25,9497.485329,2526.6,3.1250909,40.7455,,,,,,,,
60.563582,3.076272827,659,26.04,9.56,0,86,8,6,10070.38853,2719,3.140903361,44.5935,,,,,,,,
61.7656211,3.072985416,670,26.04,9.56,14,81,5,0,10642.32759,2701.8,3.140114382,44.2495,,,,,,,,
62.9594211,3.075944086,688,26.04,9.56,6,85,9,0,11214.36677,2668.4,3.137681695,43.5815,,,,,,,,
64.1689809,3.077752162,695,26.04,9.56,3,93,2,2,11787.09534,2874.2,3.160003242,47.6975,,,,,,,,
65.4423793,3.072985416,726,26.03,9.56,9,84,0,7,12359.51836,2879.4,3.155729602,47.8015,,,,,,,,
66.6306704,3.078245273,741,26.03,9.56,0,0,100,0,12932.32992,2208.8,3.088501997,34.3895,,,,,,,,
67.8319868,3.07709468,755,26.03,9.56,16,71,0,13,13504.93213,2838.8,3.154579007,46.9895,,,,,,,,
69.0312147,3.079067126,773,26.03,9.59,27,62,0,11,14077.93597,2758.2,3.145505741,45.3775,,,,,,,,
70.3135617,3.082354537,804,26.02,9.59,28,57,0,15,14649.97592,2766.2,3.143533293,45.5375,,,,,,,,
71.529841,3.079888979,826,26.02,9.59,21,59,1,19,15221.94883,2777,3.151817578,45.7535,,,,,,,,
72.7317488,3.079395867,842,26.01,9.59,25,53,0,22,15793.95664,2778.8,3.146820707,45.7895,,,,,,,,
73.906553,3.079067126,857,26.01,9.59,29,51,0,20,16366.93655,2744.6,3.145407119,45.1055,,,,,,,,
75.1890518,3.078738385,889,26.01,9.59,33,49,0,18,16938.9123,2743.6,3.141889585,45.0855,,,,,,,,
76.3674296,3.078245273,911,26.01,9.63,37,47,0,16,17511.99296,2709.6,3.139818514,44.4055,,,,,,,,
77.542853,3.078409644,929,26.01,9.63,29,4,0,67,18084.10956,2806.4,3.149549262,46.3415,,,,,,,,
78.7355905,3.079231497,945,26,9.63,6,26,0,68,18656.27711,2872.6,3.179070254,47.6655,,,,,,,,
79.9461281,3.08021772,958,26.01,9.63,0,0,100,0,19228.18525,2256.4,3.090638815,35.3415,,,,,,,,
81.1416756,3.079067126,996,26,9.63,0,37,0,63,19800.23454,2676.6,3.190609087,43.7455,,,,,,,,
82.3276304,3.081861426,1014,26,9.63,8,23,0,69,20373.34314,2866,3.178610016,47.5335,,,,,,,,
83.5340777,3.080546461,1031,25.99,9.63,19,11,0,70,20945.54848,2832.8,3.161186711,46.8695,,,,,,,,
84.7359376,3.081697055,1045,25.99,9.62,32,2,0,66,21518.66909,2774,3.147576813,45.6935,,,,,,,,
85.9405507,3.080546461,1078,25.99,9.62,36,0,0,64,22090.70814,2758.8,3.144716762,45.3895,,,,,,,,
87.1104704,3.079724608,1096,25.99,9.62,37,0,0,63,22663.58636,2751.8,3.142514194,45.2495,,,,,,,,
88.3166665,3.079395867,1112,25.98,9.62,35,0,0,65,23235.92033,2743,3.144256524,45.0735,,,,,,,,
89.5161643,3.084162614,1128,25.99,9.62,38,0,0,62,23808.9622,2752.6,3.140640368,45.2655,,,,,,,,
90.8111099,3.083505131,1163,25.98,9.62,34,1,0,65,24381.62177,2778.2,3.14438802,45.7775,,,,,,,,
91.991982,3.084326984,1177,25.98,9.62,35,1,0,64,24954.65346,2770,3.143862034,45.6135,,,,,,,,
93.1822247,3.080875202,1193,25.97,9.62,0,0,100,0,25527.24037,2254.6,3.090145703,35.3055,,,,,,,,
94.3920191,3.084655725,1208,25.97,9.62,34,0,0,66,26100.28687,2757.6,3.149450639,45.3655,,,,,,,,
95.563886,3.087943137,1222,25.97,9.62,39,0,0,61,26672.50853,2756.2,3.144815384,45.3375,,,,,,,,
96.7773235,3.086956914,1251,25.97,9.62,42,1,0,57,27245.0869,2744.2,3.141889585,45.0975,,,,,,,,
97.9726461,3.084162614,1266,25.97,9.62,28,65,0,7,27818.03578,2744.2,3.142908684,45.0975,,,,,,,,
99.1437676,3.088271878,1284,25.97,9.62,0,97,0,3,28391.00484,2715,3.158458157,44.5135,,,,,,,,
100.3525192,3.084655725,1297,25.96,9.62,0,93,0,7,28963.96775,2717.8,3.159608752,44.5695,,,,,,,,
101.5548978,3.086463802,1322,25.96,9.65,0,99,0,1,29535.91828,2694.6,3.157965044,44.1055,,,,,,,,
102.752706,3.084820096,1340,25.96,9.65,11,81,0,8,30109.01521,2755.6,3.156551456,45.3255,,,,,,,,
103.9545103,3.083340761,1351,25.96,9.62,0,73,4,23,30681.81677,2766,3.159575878,45.5335,,,,,,,,
105.1431497,3.084655725,1369,25.96,9.62,0,68,0,32,31253.7892,2754.6,3.172824163,45.3055,,,,,,,,
106.3208368,3.084491355,1382,25.95,9.65,0,0,100,0,31826.25391,2270.8,3.094287842,35.6295,,,,,,,,
107.5301177,3.08580632,1407,25.95,9.65,6,70,0,24,32399.13641,2756.8,3.17548697,45.3495,,,,,,,,
108.750637,3.08580632,1418,25.95,9.65,2,82,0,16,32972.0394,2727,3.17571709,44.7535,,,,,,,,
109.9354168,3.084820096,1429,25.95,9.65,0,90,0,10,33544.59838,2713.6,3.16924088,44.4855,,,,,,,,
111.1252539,3.086135061,1443,25.95,9.65,1,92,0,7,34117.70593,2717.2,3.170128482,44.5575,,,,,,,,
112.3089667,3.08597069,1461,25.95,9.65,2,94,0,4,34690.22009,2706.6,3.169405251,44.3455,,,,,,,,
113.4833006,3.085477578,1478,25.94,9.65,100,0,0,0,35262.40083,2537.6,3.111415261,40.9655,,,,,,,,
114.6704643,3.086956914,1492,25.94,9.65,0,100,0,0,35834.79689,2640.8,3.164276882,43.0295,,,,,,,,
115.8526015,3.088929361,1507,25.94,9.65,0,0,100,0,36407.51585,2216.2,3.096786275,34.5375,,,,,,,,
117.07088,3.086628172,1517,25.94,9.65,0,0,0,100,36980.25308,1005.2,3.31875274,10.3175,,,,,,,,
118.2734648,3.087121284,1543,25.94,9.65,,,,,,,,,,,,,,,,
119.4618065,3.088271878,1554,25.94,9.65,,,,,,,,,,,,,,,,
120.6648681,3.092545514,1564,25.94,9.65,,,,,,,,,,,,,,,,
121.8670289,3.091394919,1572,25.94,9.65,,,,,,,,,,,,,,,,
123.0569841,3.088600619,1592,25.93,9.65,,,,,,,,,,,,,,,,
124.2697061,3.090244325,1597,25.94,9.65,,,,,,,,,,,,,,,,
125.4535744,3.088436249,1610,25.93,9.65,,,,,,,,,,,,,,,,
126.6344334,3.09155929,1617,25.93,9.65,,,,,,,,,,,,,,,,
127.8338538,3.090573066,1628,25.93,9.65,,,,,,,,,,,,,,,,
129.0505912,3.092545514,1642,25.93,9.65,,,,,,,,,,,,,,,,
130.2377962,3.091066178,1650,25.93,9.65,,,,,,,,,,,,,,,,
131.4166992,3.090244325,1657,25.93,9.65,,,,,,,,,,,,,,,,
132.601646,3.093202996,1670,25.91,9.65,,,,,,,,,,,,,,,,
133.8075633,3.092874255,1688,25.91,9.65,,,,,,,,,,,,,,,,
134.9951557,3.092052402,1699,25.91,9.65,,,,,,,,,,,,,,,,
136.1749516,3.090901808,1702,25.91,9.65,,,,,,,,,,,,,,,,
137.343892,3.089751213,1713,25.91,9.65,,,,,,,,,,,,,,,,
138.5168962,3.091066178,1724,25.91,9.65,,,,,,,,,,,,,,,,
139.7138443,3.093038625,1738,25.91,9.65,,,,,,,,,,,,,,,,
140.8781674,3.092874255,1749,25.91,9.65,,,,,,,,,,,,,,,,
142.0473733,3.092545514,1758,25.9,9.65,,,,,,,,,,,,,,,,
143.2262027,3.090901808,1762,25.9,9.65,,,,,,,,,,,,,,,,
144.4143735,3.092709884,1769,25.9,9.65,,,,,,,,,,,,,,,,
145.5849072,3.093038625,1784,25.9,9.65,,,,,,,,,,,,,,,,
146.7902958,3.092545514,1793,25.89,9.65,,,,,,,,,,,,,,,,
147.9920885,3.094189219,1794,25.9,9.65,,,,,,,,,,,,,,,,
149.1842277,3.090901808,1805,25.9,9.65,,,,,,,,,,,,,,,,
150.4110138,3.091888031,1822,25.89,9.65,,,,,,,,,,,,,,,,
151.5929513,3.096161667,1829,25.89,9.65,,,,,,,,,,,,,,,,
152.8007071,3.093531737,1836,25.89,9.65,,,,,,,,,,,,,,,,
153.9984701,3.093531737,1840,25.89,9.65,,,,,,,,,,,,,,,,
155.1895019,3.09435359,1847,25.89,9.65,,,,,,,,,,,,,,,,
156.3654609,3.090244325,1861,25.89,9.65,,,,,,,,,,,,,,,,
157.5341372,3.094189219,1865,25.89,9.65,,,,,,,,,,,,,,,,
158.7352688,3.09435359,1871,25.88,9.65,,,,,,,,,,,,,,,,
159.9128419,3.094682331,1876,25.89,9.65,,,,,,,,,,,,,,,,
161.1582898,3.095175443,1889,25.88,9.65,,,,,,,,,,,,,,,,
162.3454005,3.091723661,1896,25.88,9.65,,,,,,,,,,,,,,,,
163.5108583,3.095339814,1900,25.88,9.65,,,,,,,,,,,,,,,,
164.6729017,3.094189219,1903,25.88,9.65,,,,,,,,,,,,,,,,
165.8364471,3.094189219,1907,25.88,9.65,,,,,,,,,,,,,,,,
167.0348626,3.094024849,1921,25.88,9.65,,,,,,,,,,,,,,,,
168.210863,3.093038625,1928,25.88,9.65,,,,,,,,,,,,,,,,
169.3772802,3.093038625,1928,25.88,9.65,,,,,,,,,,,,,,,,
170.5639556,3.095339814,1932,25.88,9.65,,,,,,,,,,,,,,,,
171.737606,3.098462855,1939,25.88,9.65,,,,,,,,,,,,,,,,
172.9248802,3.095504184,1950,25.88,9.65,,,,,,,,,,,,,,,,
174.1050308,3.096490408,1950,25.88,9.65,,,,,,,,,,,,,,,,
175.2829011,3.093038625,1958,25.86,9.65,,,,,,,,,,,,,,,,
176.4511037,3.097969743,1961,25.88,9.65,,,,,,,,,,,,,,,,
177.6403729,3.097312261,1968,25.86,9.65,,,,,,,,,,,,,,,,
178.8148495,3.098462855,1979,25.86,9.65,,,,,,,,,,,,,,,,
179.9855567,3.095832925,1986,25.86,9.65,,,,,,,,,,,,,,,,
181.1789952,3.093367366,1986,25.86,9.65,,,,,,,,,,,,,,,,
182.3752251,3.096161667,1990,25.86,9.65,,,,,,,,,,,,,,,,
183.633791,3.097969743,2001,25.86,9.65,,,,,,,,,,,,,,,,
184.821795,3.097641002,2005,25.86,9.65,,,,,,,,,,,,,,,,
185.9997828,3.09714789,2008,25.86,9.65,,,,,,,,,,,,,,,,
187.2098037,3.093531737,2012,25.86,9.65,,,,,,,,,,,,,,,,
188.3797006,3.095997296,2026,25.86,9.65,,,,,,,,,,,,,,,,
189.5738183,3.098955967,2039,25.85,9.65,,,,,,,,,,,,,,,,
190.7678408,3.09714789,2037,25.86,9.65,,,,,,,,,,,,,,,,
191.9692957,3.097805373,2041,25.86,9.65,,,,,,,,,,,,,,,,
193.1402708,3.095504184,2041,25.86,9.65,,,,,,,,,,,,,,,,
194.3806748,3.093860478,2053,25.85,9.65,,,,,,,,,,,,,,,,
195.5534888,3.097805373,2057,25.85,9.65,,,,,,,,,,,,,,,,
196.7214129,3.09714789,2057,25.85,9.65,,,,,,,,,,,,,,,,
197.8907743,3.096326037,2061,25.85,9.65,,,,,,,,,,,,,,,,
199.0922085,3.094682331,2068,25.85,9.65,,,,,,,,,,,,,,,,
200.26612,3.096490408,2072,25.85,9.65,,,,,,,,,,,,,,,,
201.4768674,3.097805373,2079,25.85,9.65,,,,,,,,,,,,,,,,
202.6669373,3.098462855,2086,25.85,9.65,,,,,,,,,,,,,,,,
203.8593551,3.095832925,2086,25.85,9.65,,,,,,,,,,,,,,,,
205.1270583,3.096654779,2097,25.85,9.65,,,,,,,,,,,,,,,,
206.3142383,3.093696108,2097,25.85,9.65,,,,,,,,,,,,,,,,
207.4939109,3.097805373,2097,25.85,9.65,,,,,,,,,,,,,,,,
208.6767549,3.098298485,2104,25.85,9.65,,,,,,,,,,,,,,,,
209.8635447,3.097641002,2108,25.85,9.65,,,,,,,,,,,,,,,,
211.0647317,3.096326037,2113,25.84,9.65,,,,,,,,,,,,,,,,
212.2630386,3.095175443,2120,25.84,9.65,,,,,,,,,,,,,,,,
213.46094,3.09698352,2124,25.84,9.65,,,,,,,,,,,,,,,,
214.6576684,3.100599673,2128,25.84,9.65,,,,,,,,,,,,,,,,
215.8754492,3.099120338,2135,25.84,9.65,,,,,,,,,,,,,,,,
217.0787713,3.098627226,2139,25.84,9.65,,,,,,,,,,,,,,,,
218.2597184,3.094682331,2146,25.84,9.65,,,,,,,,,,,,,,,,
219.4633857,3.096490408,2153,25.84,9.65,,,,,,,,,,,,,,,,
220.6390192,3.101092785,2153,25.84,9.65,,,,,,,,,,,,,,,,
221.8360811,3.09977782,2162,25.83,9.65,,,,,,,,,,,,,,,,
223.0122162,3.098462855,2164,25.84,9.65,,,,,,,,,,,,,,,,
224.2074741,3.097805373,2166,25.83,9.65,,,,,,,,,,,,,,,,
225.3800478,3.096161667,2167,25.84,9.65,,,,,,,,,,,,,,,,
226.6185373,3.104215827,2173,25.83,9.65,,,,,,,,,,,,,,,,
227.7996133,3.100435303,2178,25.84,9.65,,,,,,,,,,,,,,,,
229.0078717,3.101750267,2184,25.83,9.65,,,,,,,,,,,,,,,,
230.2140959,3.100764044,2187,25.83,9.65,,,,,,,,,,,,,,,,
231.4977122,3.098627226,2198,25.83,9.65,,,,,,,,,,,,,,,,
232.6712774,3.101585897,2202,25.83,9.65,,,,,,,,,,,,,,,,
233.8551142,3.103887086,2206,25.83,9.65,,,,,,,,,,,,,,,,
235.058231,3.101421526,2206,25.83,9.65,,,,,,,,,,,,,,,,
236.2558636,3.102572121,2206,25.83,9.65,,,,,,,,,,,,,,,,
237.4599336,3.099449079,2206,25.83,9.65,,,,,,,,,,,,,,,,
238.64699,3.103229603,2209,25.83,9.65,,,,,,,,,,,,,,,,
239.829352,3.102736491,2216,25.83,9.65,,,,,,,,,,,,,,,,
241.0278438,3.103229603,2224,25.83,9.65,,,,,,,,,,,,,,,,
242.2439493,3.103229603,2231,25.83,9.65,,,,,,,,,,,,,,,,
243.455966,3.100599673,2235,25.81,9.65,,,,,,,,,,,,,,,,
244.662904,3.103722715,2234,25.83,9.65,,,,,,,,,,,,,,,,
245.8588636,3.106517016,2234,25.83,9.65,,,,,,,,,,,,,,,,
247.1229441,3.104544568,2234,25.83,9.65,,,,,,,,,,,,,,,,
248.3224412,3.103229603,2238,25.83,9.65,,,,,,,,,,,,,,,,
249.5238039,3.102243379,2246,25.81,9.65,,,,,,,,,,,,,,,,
250.6883899,3.10240775,2249,25.81,9.65,,,,,,,,,,,,,,,,
251.8650999,3.106188274,2256,25.81,9.65,,,,,,,,,,,,,,,,
253.0579923,3.105530792,2260,25.81,9.65,,,,,,,,,,,,,,,,
254.2278107,3.105695162,2260,25.83,9.65,,,,,,,,,,,,,,,,
255.3969698,3.102572121,2271,25.81,9.65,,,,,,,,,,,,,,,,
256.6035839,3.103393974,2274,25.81,9.65,,,,,,,,,,,,,,,,
257.7676794,3.107174498,2271,25.81,9.65,,,,,,,,,,,,,,,,
258.939329,3.106352645,2274,25.81,9.65,,,,,,,,,,,,,,,,
260.1269603,3.106188274,2274,25.81,9.65,,,,,,,,,,,,,,,,
261.2940063,3.105530792,2274,25.81,9.65,,,,,,,,,,,,,,,,
262.4834329,3.102572121,2278,25.81,9.65,,,,,,,,,,,,,,,,
263.7391214,3.105695162,2285,25.81,9.65,,,,,,,,,,,,,,,,
264.9311071,3.107831981,2289,25.81,9.65,,,,,,,,,,,,,,,,
266.1123408,3.106023904,2293,25.81,9.65,,,,,,,,,,,,,,,,
267.3007163,3.106352645,2294,25.8,9.65,,,,,,,,,,,,,,,,
268.4671188,3.102736491,2296,25.81,9.65,,,,,,,,,,,,,,,,
269.6335964,3.106845757,2300,25.81,9.65,,,,,,,,,,,,,,,,
270.8035569,3.10766761,2303,25.81,9.65,,,,,,,,,,,,,,,,
271.9697886,3.107010127,2303,25.81,9.65,,,,,,,,,,,,,,,,
273.1419597,3.107010127,2303,25.81,9.65,,,,,,,,,,,,,,,,
274.304504,3.106023904,2307,25.81,9.65,,,,,,,,,,,,,,,,
275.4771575,3.10503768,2307,25.81,9.65,,,,,,,,,,,,,,,,
276.6649013,3.108818204,2309,25.8,9.65,,,,,,,,,,,,,,,,
277.8560856,3.108160722,2312,25.8,9.65,,,,,,,,,,,,,,,,
279.0240892,3.10766761,2316,25.8,9.65,,,,,,,,,,,,,,,,
280.2059871,3.106681386,2312,25.8,9.65,,,,,,,,,,,,,,,,
281.3898014,3.104544568,2316,25.8,9.65,,,,,,,,,,,,,,,,
282.5490854,3.109968799,2323,25.8,9.65,,,,,,,,,,,,,,,,
283.7578043,3.108818204,2323,25.8,9.65,,,,,,,,,,,,,,,,
284.9381894,3.108325093,2323,25.8,9.65,,,,,,,,,,,,,,,,
286.220984,3.106681386,2327,25.8,9.65,,,,,,,,,,,,,,,,
287.4179609,3.104215827,2331,25.8,9.65,,,,,,,,,,,,,,,,
288.61566,3.107174498,2331,25.8,9.65,,,,,,,,,,,,,,,,
289.7929489,3.107010127,2331,25.8,9.65,,,,,,,,,,,,,,,,
290.9876866,3.107338869,2327,25.8,9.65,,,,,,,,,,,,,,,,
292.1826986,3.105859533,2331,25.8,9.65,,,,,,,,,,,,,,,,
293.3582753,3.106517016,2334,25.8,9.65,,,,,,,,,,,,,,,,
294.5504675,3.105202051,2338,25.8,9.65,,,,,,,,,,,,,,,,
295.735138,3.109804428,2338,25.8,9.65,,,,,,,,,,,,,,,,
296.9676435,3.107996351,2345,25.8,9.65,,,,,,,,,,,,,,,,
298.1301527,3.107174498,2345,25.8,9.65,,,,,,,,,,,,,,,,
299.3269631,3.106023904,2349,25.8,9.65,,,,,,,,,,,,,,,,
300.4979953,3.106681386,2349,25.8,9.65,,,,,,,,,,,,,,,,
301.6679059,3.107174498,2352,25.8,9.65,,,,,,,,,,,,,,,,
302.8346079,3.10766761,2354,25.79,9.65,,,,,,,,,,,,,,,,
304.0108559,3.106845757,2361,25.79,9.65,,,,,,,,,,,,,,,,
305.1960381,3.105859533,2358,25.79,9.65,,,,,,,,,,,,,,,,
306.3937281,3.103393974,2359,25.8,9.65,,,,,,,,,,,,,,,,
307.5723116,3.105530792,2361,25.79,9.65,,,,,,,,,,,,,,,,
308.7475807,3.104708939,2358,25.79,9.65,,,,,,,,,,,,,,,,
309.9391303,3.106188274,2365,25.79,9.65,,,,,,,,,,,,,,,,
311.1332653,3.105859533,2365,25.79,9.65,,,,,,,,,,,,,,,,
312.338812,3.103887086,2369,25.79,9.65,,,,,,,,,,,,,,,,
313.5761759,3.105366421,2369,25.79,9.65,,,,,,,,,,,,,,,,
314.741127,3.106845757,2372,25.79,9.65,,,,,,,,,,,,,,,,
315.9111967,3.10503768,2376,25.79,9.65,,,,,,,,,,,,,,,,
317.1003896,3.104873309,2383,25.79,9.65,,,,,,,,,,,,,,,,
318.2757719,3.101257156,2383,25.79,9.65,,,,,,,,,,,,,,,,
319.4782966,3.103229603,2379,25.79,9.65,,,,,,,,,,,,,,,,
320.6616219,3.104544568,2379,25.79,9.65,,,,,,,,,,,,,,,,
321.83815,3.105202051,2379,25.79,9.65,,,,,,,,,,,,,,,,
323.051851,3.103065232,2383,25.79,9.65,,,,,,,,,,,,,,,,
324.2195679,3.100435303,2383,25.79,9.65,,,,,,,,,,,,,,,,
325.4118445,3.100764044,2383,25.79,9.65,,,,,,,,,,,,,,,,
326.5850683,3.107503239,2385,25.78,9.65,,,,,,,,,,,,,,,,
327.7747444,3.103229603,2389,25.78,9.65,,,,,,,,,,,,,,,,
328.9466734,3.102736491,2389,25.78,9.65,,,,,,,,,,,,,,,,
330.1908485,3.102572121,2396,25.78,9.65,,,,,,,,,,,,,,,,
331.4860074,3.100435303,2396,25.78,9.65,,,,,,,,,,,,,,,,
332.7559429,3.10240775,2396,25.78,9.65,,,,,,,,,,,,,,,,
334.0835374,3.103887086,2403,25.78,9.65,,,,,,,,,,,,,,,,
335.3176341,3.103229603,2403,25.78,9.65,,,,,,,,,,,,,,,,
336.5895219,3.100270932,2399,25.78,9.65,,,,,,,,,,,,,,,,
337.8247792,3.098462855,2403,25.78,9.65,,,,,,,,,,,,,,,,
610.8022103,3.043727466,402,25.72,9.65,,,,,,,,,,,,,,,,
611.9979833,3.091888031,402,25.72,9.65,,,,,,,,,,,,,,,,
613.1759026,3.129035796,402,25.72,9.65,,,,,,,,,,,,,,,,
614.3856783,3.136103736,402,25.72,9.65,,,,,,,,,,,,,,,,
615.5801432,3.141034858,402,25.72,9.65,,,,,,,,,,,,,,,,
616.750126,3.144322272,402,25.72,9.65,,,,,,,,,,,,,,,,
617.9187142,3.140870487,406,25.72,9.65,,,,,,,,,,,,,,,,
619.1706287,3.149253394,416,25.72,9.65,,,,,,,,,,,,,,,,
620.3507666,3.148595911,424,25.72,9.65,,,,,,,,,,,,,,,,
621.5128957,3.149253394,431,25.72,9.65,,,,,,,,,,,,,,,,
622.6835099,3.151061472,438,25.72,9.65,,,,,,,,,,,,,,,,
623.8497516,3.149089023,445,25.72,9.65,,,,,,,,,,,,,,,,
625.0311051,3.145965979,478,25.72,9.65,,,,,,,,,,,,,,,,
626.2200643,3.144322272,496,25.72,9.65,,,,,,,,,,,,,,,,
627.3988506,3.135446253,514,25.72,9.65,,,,,,,,,,,,,,,,
628.591658,3.140541745,529,25.72,9.65,,,,,,,,,,,,,,,,
629.7627157,3.138240555,550,25.72,9.65,,,,,,,,,,,,,,,,
630.9332995,3.135281883,586,25.72,9.65,,,,,,,,,,,,,,,,
632.0969272,3.132816322,615,25.72,9.65,,,,,,,,,,,,,,,,
633.2918035,3.129200167,633,25.72,9.65,,,,,,,,,,,,,,,,
634.463288,3.126405865,659,25.72,9.65,,,,,,,,,,,,,,,,
635.6354099,3.122132227,684,25.72,9.65,,,,,,,,,,,,,,,,
636.8355541,3.120488521,735,25.72,9.65,,,,,,,,,,,,,,,,
638.0412219,3.116214884,760,25.72,9.65,,,,,,,,,,,,,,,,
639.2268905,3.116214884,792,25.72,9.65,,,,,,,,,,,,,,,,
640.4153341,3.113913694,814,25.72,9.65,,,,,,,,,,,,,,,,
641.6242311,3.108325093,868,25.72,9.65,,,,,,,,,,,,,,,,
642.7882816,3.107996351,901,25.72,9.65,,,,,,,,,,,,,,,,
643.9567733,3.106845757,930,25.72,9.65,,,,,,,,,,,,,,,,
645.1505015,3.105695162,959,25.72,9.65,,,,,,,,,,,,,,,,
646.321556,3.104708939,988,25.72,9.65,,,,,,,,,,,,,,,,
647.524623,3.103393974,1053,25.72,9.65,,,,,,,,,,,,,,,,
648.7167588,3.100435303,1082,25.72,9.65,,,,,,,,,,,,,,,,
649.8858405,3.097969743,1114,25.72,9.65,,,,,,,,,,,,,,,,
651.0627192,3.096326037,1143,25.72,9.65,,,,,,,,,,,,,,,,
652.2394463,3.096490408,1176,25.72,9.65,,,,,,,,,,,,,,,,
653.4452878,3.093860478,1243,25.71,9.65,,,,,,,,,,,,,,,,
654.6460081,3.093038625,1270,25.72,9.65,,,,,,,,,,,,,,,,
655.8415276,3.09155929,1299,25.72,9.65,,,,,,,,,,,,,,,,
657.0152426,3.090901808,1328,25.72,9.65,,,,,,,,,,,,,,,,
658.2294166,3.090737437,1393,25.72,9.65,,,,,,,,,,,,,,,,
659.3941684,3.09155929,1425,25.72,9.65,,,,,,,,,,,,,,,,
660.5718071,3.08876499,1461,25.72,9.65,,,,,,,,,,,,,,,,
661.7459967,3.086463802,1499,25.71,9.65,,,,,,,,,,,,,,,,
662.9300608,3.084984467,1532,25.71,9.65,,,,,,,,,,,,,,,,
664.1341207,3.085477578,1602,25.72,9.65,,,,,,,,,,,,,,,,
665.3153405,3.085313208,1635,25.72,9.65,,,,,,,,,,,,,,,,
666.5184224,3.08317639,1668,25.72,9.65,,,,,,,,,,,,,,,,
667.7167683,3.082847649,1704,25.72,9.65,,,,,,,,,,,,,,,,
668.9719589,3.081203944,1769,25.72,9.65,,,,,,,,,,,,,,,,
670.1591351,3.080546461,1801,25.72,9.65,,,,,,,,,,,,,,,,
671.3592172,3.081697055,1838,25.72,9.65,,,,,,,,,,,,,,,,
672.5366107,3.081697055,1874,25.72,9.65,,,,,,,,,,,,,,,,
673.7196691,3.079560238,1906,25.72,9.65,,,,,,,,,,,,,,,,
674.9816567,3.079395867,1982,25.72,9.65,,,,,,,,,,,,,,,,
676.3047603,3.078245273,2011,25.72,9.65,,,,,,,,,,,,,,,,
677.5908914,3.080546461,2044,25.72,9.65,,,,,,,,,,,,,,,,
678.8402727,3.078574015,2098,25.72,9.65,,,,,,,,,,,,,,,,
680.0807119,3.078738385,2125,25.71,9.65,,,,,,,,,,,,,,,,
681.3479531,3.077587791,2152,25.72,9.65,,,,,,,,,,,,,,,,
682.6552113,3.075450974,2196,25.72,9.65,,,,,,,,,,,,,,,,
683.9937664,3.077423421,2221,25.72,9.65,,,,,,,,,,,,,,,,
685.2392173,3.075615345,2235,25.72,9.65,,,,,,,,,,,,,,,,
686.518075,3.076437197,2271,25.72,9.65,,,,,,,,,,,,,,,,
687.7955732,3.074957862,2291,25.71,9.65,,,,,,,,,,,,,,,,
689.0346045,3.074629121,2309,25.71,9.65,,,,,,,,,,,,,,,,
690.2725092,3.075615345,2331,25.71,9.65,,,,,,,,,,,,,,,,
